"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","province2","type","unvaccinated_population","partially_dose"
"4987",2021-11-28,"qc",7053877.53089318,6749779.49591232,4866.84787149355,6826.00801202469,11692.8558835182,7489235,8585523,"QC","projection",1531645.46910682,304098.034980857
"4988",2021-11-29,"qc",7058742.98930272,6756594.38123271,4865.45840954222,6814.88532038592,11680.3437299281,7489235,8585523,"QC","projection",1526780.01069728,302148.608070013
"4989",2021-11-30,"qc",7063607.0113217,6763397.7202833,4864.02201897278,6803.33905059285,11667.3610695656,7489235,8585523,"QC","projection",1521915.9886783,300209.291038393
"4990",2021-12-01,"qc",7068469.54761791,6770189.06741713,4862.53629621677,6791.34713383112,11653.8834300479,7489235,8585523,"QC","projection",1517053.45238209,298280.480200779
"4991",2021-12-02,"qc",7073330.54628942,6776967.9535465,4860.99867151119,6778.88612936158,11639.8848008728,7489235,8585523,"QC","projection",1512192.45371058,296362.592742928
"4992",2021-12-03,"qc",7078189.95268376,6783733.88468149,4859.4063943401,6765.93113498949,11625.3375293296,7489235,8585523,"QC","projection",1507333.04731624,294456.068002279
"4993",2021-12-04,"qc",7083047.70920109,6790486.34037442,4857.75651732646,6752.45569293015,11610.2122102566,7489235,8585523,"QC","projection",1502475.29079891,292561.368826675
"4994",2021-12-05,"qc",7087903.75507946,6797224.77206566,4856.04587836843,6738.43169124145,11594.4775696099,7489235,8585523,"QC","projection",1497619.24492054,290678.983013802
"4995",2021-12-06,"qc",7092758.02616027,6803948.60132682,4854.27108081244,6723.82926116418,11578.1003419766,7489235,8585523,"QC","projection",1492764.97383973,288809.42483345
"4996",2021-12-07,"qc",7097610.45463166,6810657.21799767,4852.42847138736,6708.61667085066,11561.045142238,7489235,8585523,"QC","projection",1487912.54536834,286953.236633987
"4997",2021-12-08,"qc",7102460.96874727,6817349.97821392,4850.51411561202,6692.76021624357,11543.2743318556,7489235,8585523,"QC","projection",1483062.03125273,285110.990533356
"4998",2021-12-09,"qc",7107309.49251761,6824026.202324,4848.5237703342,6676.22411008365,11524.7478804179,7489235,8585523,"QC","projection",1478213.50748239,283283.290193606
"4999",2021-12-10,"qc",7112155.9453706,6830685.17269445,4846.45285299513,6658.97037045471,11505.4232234498,7489235,8585523,"QC","projection",1473367.0546294,281470.772676147
"5000",2021-12-11,"qc",7117000.24177777,6837326.13140511,4844.29640716687,6640.95871065557,11485.2551178224,7489235,8585523,"QC","projection",1468522.75822223,279674.110372658
"5001",2021-12-12,"qc",7121842.29084158,6843948.27783787,4842.04906381387,6622.1464327611,11464.195496575,7489235,8585523,"QC","projection",1463680.70915842,277894.013003711
"5002",2021-12-13,"qc",7126681.99583925,6850550.76616576,4839.70499766991,6602.48832789343,11442.1933255633,7489235,8585523,"QC","projection",1458841.00416075,276131.229673487
"5003",2021-12-14,"qc",7131519.25371722,6857132.70275278,4837.25787797105,6581.93658701889,11419.1944649899,7489235,8585523,"QC","projection",1454003.74628278,274386.550964439
"5004",2021-12-15,"qc",7136353.95452992,6863693.14347982,4834.7008127002,6560.44072704017,11395.1415397404,7489235,8585523,"QC","projection",1449169.04547008,272660.811050099
"5005",2021-12-16,"qc",7141185.98081524,6870231.09101797,4832.02628532238,6537.94753814954,11369.9738234719,7489235,8585523,"QC","projection",1444337.01918476,270954.889797272
"5006",2021-12-17,"qc",7146015.20689805,6876745.49207768,4829.22608280368,6514.4010597039,11343.6271425076,7489235,8585523,"QC","projection",1439507.79310195,269269.714820372
"5007",2021-12-18,"qc",7150841.49811153,6883235.23467121,4826.29121348169,6489.74259353243,11316.0338070141,7489235,8585523,"QC","projection",1434681.50188847,267606.263440321
"5008",2021-12-19,"qc",7155664.70992464,6889699.1454366,4823.21181310993,6463.91076538805,11287.122578498,7489235,8585523,"QC","projection",1429858.29007536,265965.564488043
"5009",2021-12-20,"qc",7160484.68696165,6896135.98708394,4819.97703701444,6436.84164734185,11256.8186843563,7489235,8585523,"QC","projection",1425038.31303835,264348.699877716
"5010",2021-12-21,"qc",7165301.26189761,6902544.45604019,4816.57493595406,6408.46895625163,11225.0438922057,7489235,8585523,"QC","projection",1420221.73810239,262756.805857418
"5011",2021-12-22,"qc",7170114.25421033,6908923.18038609,4812.99231271725,6378.72434590291,11191.7166586202,7489235,8585523,"QC","projection",1415408.74578967,261191.073824232
"5012",2021-12-23,"qc",7174923.46876625,6915270.71819915,4809.21455592755,6347.53781305533,11156.7523689829,7489235,8585523,"QC","projection",1410599.53123375,259652.750567105
"5013",2021-12-24,"qc",7179728.69421297,6921585.55643932,4805.22544671502,6314.83824016992,11120.0636868849,7489235,8585523,"QC","projection",1405794.30578703,258143.13777365
"5014",2021-12-25,"qc",7184529.70114594,6927866.11053919,4801.00693296921,6280.5540998755,11081.5610328447,7489235,8585523,"QC","projection",1400993.29885406,256663.590606743
"5015",2021-12-26,"qc",7189326.24001065,6934110.72488712,4796.5388647113,6244.61434792262,11041.1532126339,7489235,8585523,"QC","projection",1396196.75998935,255215.515123532
"5016",2021-12-27,"qc",7194118.0386932,6940317.67441906,4791.79868255556,6206.94953194726,10998.7482145028,7489235,8585523,"QC","projection",1391404.9613068,253800.36427414
"5017",2021-12-28,"qc",7198904.79974254,6946485.1675613,4786.76104933862,6167.49314223416,10954.2541915728,7489235,8585523,"QC","projection",1386618.20025746,252419.632181245
"5018",2021-12-29,"qc",7203686.19715508,6952611.35078824,4781.39741253201,6126.18322694674,10907.5806394788,7489235,8585523,"QC","projection",1381836.80284492,251074.84636683
"5019",2021-12-30,"qc",7208461.87263692,6958694.31507514,4775.67548184749,6082.96428689267,10858.6397687402,7489235,8585523,"QC","projection",1377061.12736308,249767.557561785
"5020",2021-12-31,"qc",7213231.4312393,6964732.10452775,4769.5586023815,6037.78945261426,10807.3480549958,7489235,8585523,"QC","projection",1372291.5687607,248499.326711552
"5021",2022-01-01,"qc",7217994.43623756,6970722.72745569,4763.00499825366,5990.62292793673,10753.6279261904,7489235,8585523,"QC","projection",1367528.56376244,247271.708781869
"5022",2022-01-02,"qc",7222750.40309221,6976664.17011328,4755.96685465612,5941.44265759271,10697.4095122488,7489235,8585523,"QC","projection",1362772.59690779,246086.232978933
"5023",2022-01-03,"qc",7227498.7922891,6982554.41325414,4748.38919688389,5890.24314086139,10638.6323377453,7489235,8585523,"QC","projection",1358024.2077109,244944.379034955
"5024",2022-01-04,"qc",7232239.00080149,6988391.4515216,4740.20851239655,5837.0382674532,10577.2467798498,7489235,8585523,"QC","projection",1353283.99919851,243847.549279898
"5025",2022-01-05,"qc",7236970.35184659,6994173.31551759,4731.35104509164,5781.86399599351,10513.2150410851,7489235,8585523,"QC","projection",1348552.64815341,242797.036328997
"5026",2022-01-06,"qc",7241692.08251451,6999898.09614848,4721.73066792451,5724.78063089028,10446.5112988148,7489235,8585523,"QC","projection",1343830.91748549,241793.986366031
"5027",2022-01-07,"qc",7246403.32872281,7005563.9705315,4711.24620829988,5665.87438302394,10377.1205913238,7489235,8585523,"QC","projection",1339119.67127719,240839.358191307
"5028",2022-01-08,"qc",7251103.10677924,7011169.22836029,4699.77805642504,5605.25782879069,10305.0358852157,7489235,8585523,"QC","projection",1334419.89322076,239933.878418941
"5029",2022-01-09,"qc",7255790.29060373,7016712.29717763,4687.18382449541,5543.06881733984,10230.2526418352,7489235,8585523,"QC","projection",1329732.70939627,239077.993426097
"5030",2022-01-10,"qc",7260463.58333925,7022191.76450272,4673.29273552168,5479.46732508484,10152.7600606065,7489235,8585523,"QC","projection",1325059.41666075,238271.818836533
"5031",2022-01-11,"qc",7265121.48163095,7027606.39422833,4657.89829170052,5414.62972560991,10072.5280173104,7489235,8585523,"QC","projection",1320401.51836905,237515.087402624
"5032",2022-01-12,"qc",7269762.23021374,7032955.13416082,4640.74858278781,5348.73993248679,9989.4885152746,7489235,8585523,"QC","projection",1315760.76978626,236807.096052925
"5033",2022-01-13,"qc",7274383.76352593,7038237.1110325,4621.53331218567,5281.9768716814,9903.51018386707,7489235,8585523,"QC","projection",1311139.23647407,236146.652493429
"5034",2022-01-14,"qc",7278983.62971512,7043451.60875214,4599.86618919764,5214.49771964643,9814.36390884407,7489235,8585523,"QC","projection",1306539.37028488,235532.020962981
"5035",2022-01-15,"qc",7283558.89038728,7048598.02499699,4575.26067215297,5146.41624484863,9721.67691700161,7489235,8585523,"QC","projection",1301964.10961272,234960.865390285
"5036",2022-01-16,"qc",7288105.98638782,7053675.80031105,4547.09600054286,5077.77531405818,9624.87131460104,7489235,8585523,"QC","projection",1297417.01361218,234430.18607677
"5037",2022-01-17,"qc",7292620.5551566,7058684.31231596,4514.56876877509,5008.5120049119,9523.08077368699,7489235,8585523,"QC","projection",1292902.4448434,233936.242840633
"5038",2022-01-18,"qc",7297097.17767423,7063622.72484627,4476.62251763418,4938.41253030766,9415.03504794184,7489235,8585523,"QC","projection",1288425.82232577,233474.452827959
"5039",2022-01-19,"qc",7301529.02080881,7068489.77670167,4431.84313457832,4867.05185540393,9298.89498998225,7489235,8585523,"QC","projection",1283993.97919119,233039.244107134
"5040",2022-01-20,"qc",7305907.32055641,7073283.4853011,4378.29974760674,4793.70859943051,9172.00834703725,7489235,8585523,"QC","projection",1279615.67944359,232623.83525531
"5041",2020-12-02,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5042",2020-12-03,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5043",2020-12-04,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5044",2020-12-05,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5045",2020-12-06,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5046",2020-12-07,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5047",2020-12-08,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5048",2020-12-09,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5049",2020-12-10,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5050",2020-12-11,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5051",2020-12-12,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5052",2020-12-13,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5053",2020-12-14,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5054",2020-12-15,"sk",0,0,NA,NA,NA,1033088,1179906,"SK","data",1179906,0
"5055",2020-12-16,"sk",11,0,NA,NA,NA,1033088,1179906,"SK","data",1179895,11
"5056",2020-12-17,"sk",250,0,NA,NA,NA,1033088,1179906,"SK","data",1179656,250
"5057",2020-12-18,"sk",551,0,NA,NA,NA,1033088,1179906,"SK","data",1179355,551
"5058",2020-12-19,"sk",551,0,NA,NA,NA,1033088,1179906,"SK","data",1179355,551
"5059",2020-12-20,"sk",551,0,NA,NA,NA,1033088,1179906,"SK","data",1179355,551
"5060",2020-12-21,"sk",1285,0,NA,NA,NA,1033088,1179906,"SK","data",1178621,1285
"5061",2020-12-22,"sk",1519,0,NA,NA,NA,1033088,1179906,"SK","data",1178387,1519
"5062",2020-12-23,"sk",1597,0,NA,NA,NA,1033088,1179906,"SK","data",1178309,1597
"5063",2020-12-24,"sk",1786,0,NA,NA,NA,1033088,1179906,"SK","data",1178120,1786
"5064",2020-12-25,"sk",1786,0,NA,NA,NA,1033088,1179906,"SK","data",1178120,1786
"5065",2020-12-26,"sk",1786,0,NA,NA,NA,1033088,1179906,"SK","data",1178120,1786
"5066",2020-12-27,"sk",1786,0,NA,NA,NA,1033088,1179906,"SK","data",1178120,1786
"5067",2020-12-28,"sk",1786,0,NA,NA,NA,1033088,1179906,"SK","data",1178120,1786
"5068",2020-12-29,"sk",2371,0,NA,NA,NA,1033088,1179906,"SK","data",1177535,2371
"5069",2020-12-30,"sk",2942,0,NA,NA,NA,1033088,1179906,"SK","data",1176964,2942
"5070",2020-12-31,"sk",3458,0,NA,NA,NA,1033088,1179906,"SK","data",1176448,3458
"5071",2021-01-01,"sk",3458,0,NA,NA,NA,1033088,1179906,"SK","data",1176448,3458
"5072",2021-01-02,"sk",3722,0,NA,NA,NA,1033088,1179906,"SK","data",1176184,3722
"5073",2021-01-03,"sk",3866,0,NA,NA,NA,1033088,1179906,"SK","data",1176040,3866
"5074",2021-01-04,"sk",4013,0,NA,NA,NA,1033088,1179906,"SK","data",1175893,4013
"5075",2021-01-05,"sk",4254,0,NA,NA,NA,1033088,1179906,"SK","data",1175652,4254
"5076",2021-01-06,"sk",4524,0,NA,NA,NA,1033088,1179906,"SK","data",1175382,4524
"5077",2021-01-07,"sk",4832,0,NA,NA,NA,1033088,1179906,"SK","data",1175074,4832
"5078",2021-01-08,"sk",6015,0,NA,NA,NA,1033088,1179906,"SK","data",1173891,6015
"5079",2021-01-09,"sk",6964,0,NA,NA,NA,1033088,1179906,"SK","data",1172942,6964
"5080",2021-01-10,"sk",7929,0,NA,NA,NA,1033088,1179906,"SK","data",1171977,7929
"5081",2021-01-11,"sk",8948,0,NA,NA,NA,1033088,1179906,"SK","data",1170958,8948
"5082",2021-01-12,"sk",9880,0,NA,NA,NA,1033088,1179906,"SK","data",1170026,9880
"5083",2021-01-13,"sk",8951,1449,NA,NA,NA,1033088,1179906,"SK","data",1170955,7502
"5084",2021-01-14,"sk",10233,1752,NA,NA,NA,1033088,1179906,"SK","data",1169673,8481
"5085",2021-01-15,"sk",12265,1752,NA,NA,NA,1033088,1179906,"SK","data",1167641,10513
"5086",2021-01-16,"sk",15175,1752,NA,NA,NA,1033088,1179906,"SK","data",1164731,13423
"5087",2021-01-17,"sk",18407,1752,NA,NA,NA,1033088,1179906,"SK","data",1161499,16655
"5088",2021-01-18,"sk",20866,1752,NA,NA,NA,1033088,1179906,"SK","data",1159040,19114
"5089",2021-01-19,"sk",22823,1752,NA,NA,NA,1033088,1179906,"SK","data",1157083,21071
"5090",2021-01-20,"sk",24641,2592,NA,NA,NA,1033088,1179906,"SK","data",1155265,22049
"5091",2021-01-21,"sk",27189,2592,NA,NA,NA,1033088,1179906,"SK","data",1152717,24597
"5092",2021-01-22,"sk",27860,3415,NA,NA,NA,1033088,1179906,"SK","data",1152046,24445
"5093",2021-01-23,"sk",28969,3416,NA,NA,NA,1033088,1179906,"SK","data",1150937,25553
"5094",2021-01-24,"sk",29475,3564,NA,NA,NA,1033088,1179906,"SK","data",1150431,25911
"5095",2021-01-25,"sk",29640,3713,NA,NA,NA,1033088,1179906,"SK","data",1150266,25927
"5096",2021-01-26,"sk",30367,3713,NA,NA,NA,1033088,1179906,"SK","data",1149539,26654
"5097",2021-01-27,"sk",30435,4180,NA,NA,NA,1033088,1179906,"SK","data",1149471,26255
"5098",2021-01-28,"sk",30322,4350,NA,NA,NA,1033088,1179906,"SK","data",1149584,25972
"5099",2021-01-29,"sk",30520,4571,NA,NA,NA,1033088,1179906,"SK","data",1149386,25949
"5100",2021-01-30,"sk",30602,4637,NA,NA,NA,1033088,1179906,"SK","data",1149304,25965
"5101",2021-01-31,"sk",30722,4637,NA,NA,NA,1033088,1179906,"SK","data",1149184,26085
"5102",2021-02-01,"sk",30637,4810,NA,NA,NA,1033088,1179906,"SK","data",1149269,25827
"5103",2021-02-02,"sk",30692,4883,NA,NA,NA,1033088,1179906,"SK","data",1149214,25809
"5104",2021-02-03,"sk",30880,4883,NA,NA,NA,1033088,1179906,"SK","data",1149026,25997
"5105",2021-02-04,"sk",30880,5647,NA,NA,NA,1033088,1179906,"SK","data",1149026,25233
"5106",2021-02-05,"sk",32110,6600,NA,NA,NA,1033088,1179906,"SK","data",1147796,25510
"5107",2021-02-06,"sk",33097,8157,NA,NA,NA,1033088,1179906,"SK","data",1146809,24940
"5108",2021-02-07,"sk",34139,8157,NA,NA,NA,1033088,1179906,"SK","data",1145767,25982
"5109",2021-02-08,"sk",34606,8381,NA,NA,NA,1033088,1179906,"SK","data",1145300,26225
"5110",2021-02-09,"sk",35446,9075,NA,NA,NA,1033088,1179906,"SK","data",1144460,26371
"5111",2021-02-10,"sk",35703,9668,NA,NA,NA,1033088,1179906,"SK","data",1144203,26035
"5112",2021-02-11,"sk",35895,10368,NA,NA,NA,1033088,1179906,"SK","data",1144011,25527
"5113",2021-02-12,"sk",35975,10813,NA,NA,NA,1033088,1179906,"SK","data",1143931,25162
"5114",2021-02-13,"sk",36156,12410,NA,NA,NA,1033088,1179906,"SK","data",1143750,23746
"5115",2021-02-14,"sk",36218,13427,NA,NA,NA,1033088,1179906,"SK","data",1143688,22791
"5116",2021-02-15,"sk",36382,13427,NA,NA,NA,1033088,1179906,"SK","data",1143524,22955
"5117",2021-02-16,"sk",36245,13596,NA,NA,NA,1033088,1179906,"SK","data",1143661,22649
"5118",2021-02-17,"sk",36313,14013,NA,NA,NA,1033088,1179906,"SK","data",1143593,22300
"5119",2021-02-18,"sk",36385,14080,NA,NA,NA,1033088,1179906,"SK","data",1143521,22305
"5120",2021-02-19,"sk",37554,15476,NA,NA,NA,1033088,1179906,"SK","data",1142352,22078
"5121",2021-02-20,"sk",40079,17745,NA,NA,NA,1033088,1179906,"SK","data",1139827,22334
"5122",2021-02-21,"sk",41933,18810,NA,NA,NA,1033088,1179906,"SK","data",1137973,23123
"5123",2021-02-22,"sk",42374,19356,NA,NA,NA,1033088,1179906,"SK","data",1137532,23018
"5124",2021-02-23,"sk",42547,19795,NA,NA,NA,1033088,1179906,"SK","data",1137359,22752
"5125",2021-02-24,"sk",43001,20344,NA,NA,NA,1033088,1179906,"SK","data",1136905,22657
"5126",2021-02-25,"sk",44155,21281,NA,NA,NA,1033088,1179906,"SK","data",1135751,22874
"5127",2021-02-26,"sk",46966,22485,NA,NA,NA,1033088,1179906,"SK","data",1132940,24481
"5128",2021-02-27,"sk",50910,24591,NA,NA,NA,1033088,1179906,"SK","data",1128996,26319
"5129",2021-02-28,"sk",51808,26418,NA,NA,NA,1033088,1179906,"SK","data",1128098,25390
"5130",2021-03-01,"sk",52531,26758,NA,NA,NA,1033088,1179906,"SK","data",1127375,25773
"5131",2021-03-02,"sk",53218,27018,NA,NA,NA,1033088,1179906,"SK","data",1126688,26200
"5132",2021-03-03,"sk",54195,27402,NA,NA,NA,1033088,1179906,"SK","data",1125711,26793
"5133",2021-03-04,"sk",56278,27812,NA,NA,NA,1033088,1179906,"SK","data",1123628,28466
"5134",2021-03-05,"sk",58934,27945,NA,NA,NA,1033088,1179906,"SK","data",1120972,30989
"5135",2021-03-06,"sk",62450,28006,NA,NA,NA,1033088,1179906,"SK","data",1117456,34444
"5136",2021-03-07,"sk",63873,28011,NA,NA,NA,1033088,1179906,"SK","data",1116033,35862
"5137",2021-03-08,"sk",64754,28022,NA,NA,NA,1033088,1179906,"SK","data",1115152,36732
"5138",2021-03-09,"sk",65487,28025,NA,NA,NA,1033088,1179906,"SK","data",1114419,37462
"5139",2021-03-10,"sk",66333,28053,NA,NA,NA,1033088,1179906,"SK","data",1113573,38280
"5140",2021-03-11,"sk",67772,28107,NA,NA,NA,1033088,1179906,"SK","data",1112134,39665
"5141",2021-03-12,"sk",69800,28771,NA,NA,NA,1033088,1179906,"SK","data",1110106,41029
"5142",2021-03-13,"sk",71166,29029,NA,NA,NA,1033088,1179906,"SK","data",1108740,42137
"5143",2021-03-14,"sk",73378,29037,NA,NA,NA,1033088,1179906,"SK","data",1106528,44341
"5144",2021-03-15,"sk",75387,29037,NA,NA,NA,1033088,1179906,"SK","data",1104519,46350
"5145",2021-03-16,"sk",79460,29209,NA,NA,NA,1033088,1179906,"SK","data",1100446,50251
"5146",2021-03-17,"sk",83167,29597,NA,NA,NA,1033088,1179906,"SK","data",1096739,53570
"5147",2021-03-18,"sk",87991,30204,NA,NA,NA,1033088,1179906,"SK","data",1091915,57787
"5148",2021-03-19,"sk",94459,30603,NA,NA,NA,1033088,1179906,"SK","data",1085447,63856
"5149",2021-03-20,"sk",102666,31162,NA,NA,NA,1033088,1179906,"SK","data",1077240,71504
"5150",2021-03-21,"sk",108657,31170,NA,NA,NA,1033088,1179906,"SK","data",1071249,77487
"5151",2021-03-22,"sk",112901,31270,NA,NA,NA,1033088,1179906,"SK","data",1067005,81631
"5152",2021-03-23,"sk",117744,31465,NA,NA,NA,1033088,1179906,"SK","data",1062162,86279
"5153",2021-03-24,"sk",119981,31526,NA,NA,NA,1033088,1179906,"SK","data",1059925,88455
"5154",2021-03-25,"sk",123495,32259,NA,NA,NA,1033088,1179906,"SK","data",1056411,91236
"5155",2021-03-26,"sk",127702,34993,NA,NA,NA,1033088,1179906,"SK","data",1052204,92709
"5156",2021-03-27,"sk",131015,36494,NA,NA,NA,1033088,1179906,"SK","data",1048891,94521
"5157",2021-03-28,"sk",136615,37081,NA,NA,NA,1033088,1179906,"SK","data",1043291,99534
"5158",2021-03-29,"sk",142575,37225,NA,NA,NA,1033088,1179906,"SK","data",1037331,105350
"5159",2021-03-30,"sk",147191,37245,NA,NA,NA,1033088,1179906,"SK","data",1032715,109946
"5160",2021-03-31,"sk",155609,37318,NA,NA,NA,1033088,1179906,"SK","data",1024297,118291
"5161",2021-04-01,"sk",162675,37958,NA,NA,NA,1033088,1179906,"SK","data",1017231,124717
"5162",2021-04-02,"sk",170362,38380,NA,NA,NA,1033088,1179906,"SK","data",1009544,131982
"5163",2021-04-03,"sk",175127,39119,NA,NA,NA,1033088,1179906,"SK","data",1004779,136008
"5164",2021-04-04,"sk",175127,39119,NA,NA,NA,1033088,1179906,"SK","data",1004779,136008
"5165",2021-04-05,"sk",182385,39148,NA,NA,NA,1033088,1179906,"SK","data",997521,143237
"5166",2021-04-06,"sk",188313,39158,NA,NA,NA,1033088,1179906,"SK","data",991593,149155
"5167",2021-04-07,"sk",194890,39319,NA,NA,NA,1033088,1179906,"SK","data",985016,155571
"5168",2021-04-08,"sk",205216,39430,NA,NA,NA,1033088,1179906,"SK","data",974690,165786
"5169",2021-04-09,"sk",216850,39430,NA,NA,NA,1033088,1179906,"SK","data",963056,177420
"5170",2021-04-10,"sk",228298,40597,NA,NA,NA,1033088,1179906,"SK","data",951608,187701
"5171",2021-04-11,"sk",240931,41134,NA,NA,NA,1033088,1179906,"SK","data",938975,199797
"5172",2021-04-12,"sk",249447,41474,NA,NA,NA,1033088,1179906,"SK","data",930459,207973
"5173",2021-04-13,"sk",256946,41821,NA,NA,NA,1033088,1179906,"SK","data",922960,215125
"5174",2021-04-14,"sk",265457,41992,NA,NA,NA,1033088,1179906,"SK","data",914449,223465
"5175",2021-04-15,"sk",273180,42225,NA,NA,NA,1033088,1179906,"SK","data",906726,230955
"5176",2021-04-16,"sk",281050,42523,NA,NA,NA,1033088,1179906,"SK","data",898856,238527
"5177",2021-04-17,"sk",291540,42523,NA,NA,NA,1033088,1179906,"SK","data",888366,249017
"5178",2021-04-18,"sk",302255,42871,NA,NA,NA,1033088,1179906,"SK","data",877651,259384
"5179",2021-04-19,"sk",309298,42871,NA,NA,NA,1033088,1179906,"SK","data",870608,266427
"5180",2021-04-20,"sk",314497,42950,NA,NA,NA,1033088,1179906,"SK","data",865409,271547
"5181",2021-04-21,"sk",321963,43038,NA,NA,NA,1033088,1179906,"SK","data",857943,278925
"5182",2021-04-22,"sk",329192,43142,NA,NA,NA,1033088,1179906,"SK","data",850714,286050
"5183",2021-04-23,"sk",338866,43269,NA,NA,NA,1033088,1179906,"SK","data",841040,295597
"5184",2021-04-24,"sk",348856,43438,NA,NA,NA,1033088,1179906,"SK","data",831050,305418
"5185",2021-04-25,"sk",356307,43438,NA,NA,NA,1033088,1179906,"SK","data",823599,312869
"5186",2021-04-26,"sk",359819,43565,NA,NA,NA,1033088,1179906,"SK","data",820087,316254
"5187",2021-04-27,"sk",364804,43625,NA,NA,NA,1033088,1179906,"SK","data",815102,321179
"5188",2021-04-28,"sk",372072,43691,NA,NA,NA,1033088,1179906,"SK","data",807834,328381
"5189",2021-04-29,"sk",377981,44000,NA,NA,NA,1033088,1179906,"SK","data",801925,333981
"5190",2021-04-30,"sk",383577,44162,NA,NA,NA,1033088,1179906,"SK","data",796329,339415
"5191",2021-05-01,"sk",390818,44324,NA,NA,NA,1033088,1179906,"SK","data",789088,346494
"5192",2021-05-02,"sk",399183,44486,NA,NA,NA,1033088,1179906,"SK","data",780723,354697
"5193",2021-05-03,"sk",406296,44527,NA,NA,NA,1033088,1179906,"SK","data",773610,361769
"5194",2021-05-04,"sk",415711,45036,NA,NA,NA,1033088,1179906,"SK","data",764195,370675
"5195",2021-05-05,"sk",425522,45193,NA,NA,NA,1033088,1179906,"SK","data",754384,380329
"5196",2021-05-06,"sk",435491,45419,NA,NA,NA,1033088,1179906,"SK","data",744415,390072
"5197",2021-05-07,"sk",445785,45655,NA,NA,NA,1033088,1179906,"SK","data",734121,400130
"5198",2021-05-08,"sk",458460,46022,NA,NA,NA,1033088,1179906,"SK","data",721446,412438
"5199",2021-05-09,"sk",471856,46277,NA,NA,NA,1033088,1179906,"SK","data",708050,425579
"5200",2021-05-10,"sk",480864,46393,NA,NA,NA,1033088,1179906,"SK","data",699042,434471
"5201",2021-05-11,"sk",483719,46588,NA,NA,NA,1033088,1179906,"SK","data",696187,437131
"5202",2021-05-12,"sk",490274,46770,NA,NA,NA,1033088,1179906,"SK","data",689632,443504
"5203",2021-05-13,"sk",498011,47448,NA,NA,NA,1033088,1179906,"SK","data",681895,450563
"5204",2021-05-14,"sk",505631,47758,NA,NA,NA,1033088,1179906,"SK","data",674275,457873
"5205",2021-05-15,"sk",523693,48264,NA,NA,NA,1033088,1179906,"SK","data",656213,475429
"5206",2021-05-16,"sk",542343,48609,NA,NA,NA,1033088,1179906,"SK","data",637563,493734
"5207",2021-05-17,"sk",554313,48812,NA,NA,NA,1033088,1179906,"SK","data",625593,505501
"5208",2021-05-18,"sk",559516,49008,NA,NA,NA,1033088,1179906,"SK","data",620390,510508
"5209",2021-05-19,"sk",565118,50341,NA,NA,NA,1033088,1179906,"SK","data",614788,514777
"5210",2021-05-20,"sk",568677,51559,NA,NA,NA,1033088,1179906,"SK","data",611229,517118
"5211",2021-05-21,"sk",577150,53433,NA,NA,NA,1033088,1179906,"SK","data",602756,523717
"5212",2021-05-22,"sk",589523,55861,NA,NA,NA,1033088,1179906,"SK","data",590383,533662
"5213",2021-05-23,"sk",599109,57279,NA,NA,NA,1033088,1179906,"SK","data",580797,541830
"5214",2021-05-24,"sk",604674,58180,NA,NA,NA,1033088,1179906,"SK","data",575232,546494
"5215",2021-05-25,"sk",606936,58257,NA,NA,NA,1033088,1179906,"SK","data",572970,548679
"5216",2021-05-26,"sk",610654,59193,NA,NA,NA,1033088,1179906,"SK","data",569252,551461
"5217",2021-05-27,"sk",616678,62596,NA,NA,NA,1033088,1179906,"SK","data",563228,554082
"5218",2021-05-28,"sk",625902,67723,NA,NA,NA,1033088,1179906,"SK","data",554004,558179
"5219",2021-05-29,"sk",633730,72818,NA,NA,NA,1033088,1179906,"SK","data",546176,560912
"5220",2021-05-30,"sk",639842,77767,NA,NA,NA,1033088,1179906,"SK","data",540064,562075
"5221",2021-05-31,"sk",642431,83217,NA,NA,NA,1033088,1179906,"SK","data",537475,559214
"5222",2021-06-01,"sk",644226,86726,NA,NA,NA,1033088,1179906,"SK","data",535680,557500
"5223",2021-06-02,"sk",647224,93027,NA,NA,NA,1033088,1179906,"SK","data",532682,554197
"5224",2021-06-03,"sk",652655,102175,NA,NA,NA,1033088,1179906,"SK","data",527251,550480
"5225",2021-06-04,"sk",657721,112742,NA,NA,NA,1033088,1179906,"SK","data",522185,544979
"5226",2021-06-05,"sk",664537,122593,NA,NA,NA,1033088,1179906,"SK","data",515369,541944
