"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","type","unvaccinated_population","partially_dose"
"692",2021-10-25,"bc",4078851.9390977,3851597.2245635,3288.78868483659,3113.33814778831,6402.1268326249,4577078,5174724,"projection",1095872.0609023,227254.714534204
"693",2021-10-26,"bc",4082120.80845366,3854692.71468909,3268.86935595982,3095.49012559326,6364.35948155308,4577078,5174724,"projection",1092603.19154634,227428.093764571
"694",2021-10-27,"bc",4085366.69734539,3857767.66445065,3245.88889172953,3074.94976155274,6320.83865328226,4577078,5174724,"projection",1089357.30265461,227599.032894747
"695",2021-10-28,"bc",4088585.80932184,3860818.74357295,3219.11197644612,3051.07912230631,6270.19109875243,4577078,5174724,"projection",1086138.19067816,227767.065748887
"696",2021-10-29,"bc",4091773.3657427,3863841.7714425,3187.55642086407,3023.02786954679,6210.58429041086,4577078,5174724,"projection",1082950.6342573,227931.594300204
"697",2021-10-30,"bc",4094923.25000283,3866831.41118794,3149.88426012872,2989.63974544173,6139.52400557045,4577078,5174724,"projection",1079800.74999717,228091.838814891
"698",2021-10-31,"bc",4098027.48230001,3869780.71792322,3104.23229717324,2949.3067352837,6053.53903245693,4577078,5174724,"projection",1076696.51769999,228246.764376781
"699",2021-11-01,"bc",4101075.42338638,3872680.45276204,3047.94108637469,2899.73483881122,5947.6759251859,4577078,5174724,"projection",1073648.57661362,228394.970624344
"700",2021-11-02,"bc",4104052.53222596,3875518.00846851,2977.10883957846,2837.55570647167,5814.66454605013,4577078,5174724,"projection",1070671.46777404,228534.523757451
"701",2021-11-03,"bc",4106938.36827639,3878275.66942023,2885.83605043031,2757.66095172614,5643.49700215645,4577078,5174724,"projection",1067785.63172361,228662.698856155
"702",2021-11-04,"bc",4109703.28449991,3880927.69389018,2764.91622352134,2652.02446994698,5416.94069346832,4577078,5174724,"projection",1065020.71550009,228775.59060973
"703",2021-11-05,"bc",4112302.83726545,3883435.26768286,2599.55276553705,2507.57379267877,5107.12655821582,4577078,5174724,"projection",1062421.16273455,228867.569582588
"704",2021-11-06,"bc",4114668.40535152,3885737.66590131,2365.56808606954,2302.398218452,4667.96630452154,4577078,5174724,"projection",1060055.59464848,228930.739450206
"705",2021-11-07,"bc",4116693.02190375,3887737.61198911,2024.61655223276,1999.94608780183,4024.56264003459,4577078,5174724,"projection",1058030.97809625,228955.409914637
"706",2021-11-08,"bc",4118220.29073305,3889284.66230964,1527.26882929541,1547.05032052333,3074.31914981874,4577078,5174724,"projection",1056503.70926695,228935.628423409
"707",2021-11-09,"bc",4119089.19877493,3890201.64127035,868.908041887451,916.978960713837,1785.88700260129,4577078,5174724,"projection",1055634.80122507,228887.557504582
"708",2021-11-10,"bc",4119349.61955894,3890492.09478797,260.420784004033,290.453517617192,550.874301621225,4577078,5174724,"projection",1055374.38044106,228857.524770969
"709",2021-11-11,"bc",4119370.08156672,3890516.1559107,20.4620077861473,24.0611227364279,44.5231305225752,4577078,5174724,"projection",1055353.91843328,228853.925656019
"710",2021-11-12,"bc",4119370.19999606,3890516.29999512,0.118429332505912,0.144084415864199,0.262513748370111,4577078,5174724,"projection",1055353.80000394,228853.900000935
"711",2021-11-13,"bc",4119370.2,3890516.3,3.94461676478386e-06,4.88013029098511e-06,8.82474705576897e-06,4577078,5174724,"projection",1055353.8,228853.9
"712",2021-11-14,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"713",2021-11-15,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"714",2021-11-16,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"715",2021-11-17,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"716",2021-11-18,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"717",2021-11-19,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"718",2021-11-20,"bc",4119370.2,3890516.3,0,0,0,4577078,5174724,"projection",1055353.8,228853.9
"719",2020-12-02,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"720",2020-12-03,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"721",2020-12-04,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"722",2020-12-05,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"723",2020-12-06,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"724",2020-12-07,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"725",2020-12-08,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"726",2020-12-09,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"727",2020-12-10,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"728",2020-12-11,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"729",2020-12-12,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"730",2020-12-13,"Canada",0,0,NA,NA,NA,33237983,38131104,"data",38131104,0
"731",2020-12-14,"Canada",5,0,NA,NA,NA,33237983,38131104,"data",38131099,5
"732",2020-12-15,"Canada",723,0,NA,NA,NA,33237983,38131104,"data",38130381,723
"733",2020-12-16,"Canada",3023,0,NA,NA,NA,33237983,38131104,"data",38128081,3023
"734",2020-12-17,"Canada",7202,0,NA,NA,NA,33237983,38131104,"data",38123902,7202
"735",2020-12-18,"Canada",11174,0,NA,NA,NA,33237983,38131104,"data",38119930,11174
"736",2020-12-19,"Canada",11894,0,NA,NA,NA,33237983,38131104,"data",38119210,11894
"737",2020-12-20,"Canada",12738,0,NA,NA,NA,33237983,38131104,"data",38118366,12738
"738",2020-12-21,"Canada",20866,0,NA,NA,NA,33237983,38131104,"data",38110238,20866
"739",2020-12-22,"Canada",26603,0,NA,NA,NA,33237983,38131104,"data",38104501,26603
"740",2020-12-23,"Canada",35089,0,NA,NA,NA,33237983,38131104,"data",38096015,35089
"741",2020-12-24,"Canada",45398,0,NA,NA,NA,33237983,38131104,"data",38085706,45398
"742",2020-12-25,"Canada",45398,0,NA,NA,NA,33237983,38131104,"data",38085706,45398
"743",2020-12-26,"Canada",48417,0,NA,NA,NA,33237983,38131104,"data",38082687,48417
"744",2020-12-27,"Canada",52280,0,NA,NA,NA,33237983,38131104,"data",38078824,52280
"745",2020-12-28,"Canada",59449,0,NA,NA,NA,33237983,38131104,"data",38071655,59449
"746",2020-12-29,"Canada",70463,0,NA,NA,NA,33237983,38131104,"data",38060641,70463
"747",2020-12-30,"Canada",84142,0,NA,NA,NA,33237983,38131104,"data",38046962,84142
"748",2020-12-31,"Canada",97582,0,NA,NA,NA,33237983,38131104,"data",38033522,97582
"749",2021-01-01,"Canada",103790,0,NA,NA,NA,33237983,38131104,"data",38027314,103790
"750",2021-01-02,"Canada",108732,0,NA,NA,NA,33237983,38131104,"data",38022372,108732
"751",2021-01-03,"Canada",114034,0,NA,NA,NA,33237983,38131104,"data",38017070,114034
"752",2021-01-04,"Canada",137735,0,NA,NA,NA,33237983,38131104,"data",37993369,137735
"753",2021-01-05,"Canada",155197,0,NA,NA,NA,33237983,38131104,"data",37975907,155197
"754",2021-01-06,"Canada",182930,430,NA,NA,NA,33237983,38131104,"data",37948174,182500
"755",2021-01-07,"Canada",218359,1087,NA,NA,NA,33237983,38131104,"data",37912745,217272
"756",2021-01-08,"Canada",258627,2027,NA,NA,NA,33237983,38131104,"data",37872477,256600
"757",2021-01-09,"Canada",293301,2940,NA,NA,NA,33237983,38131104,"data",37837803,290361
"758",2021-01-10,"Canada",316661,2942,NA,NA,NA,33237983,38131104,"data",37814443,313719
"759",2021-01-11,"Canada",356107,2942,NA,NA,NA,33237983,38131104,"data",37774997,353165
"760",2021-01-12,"Canada",385470,3023,NA,NA,NA,33237983,38131104,"data",37745634,382447
"761",2021-01-13,"Canada",407278,11931,NA,NA,NA,33237983,38131104,"data",37723826,395347
"762",2021-01-14,"Canada",445000,14492,NA,NA,NA,33237983,38131104,"data",37686104,430508
"763",2021-01-15,"Canada",489693,17994,NA,NA,NA,33237983,38131104,"data",37641411,471699
"764",2021-01-16,"Canada",524177,19114,NA,NA,NA,33237983,38131104,"data",37606927,505063
"765",2021-01-17,"Canada",550438,20304,NA,NA,NA,33237983,38131104,"data",37580666,530134
"766",2021-01-18,"Canada",593632,21034,NA,NA,NA,33237983,38131104,"data",37537472,572598
"767",2021-01-19,"Canada",629268,24385,NA,NA,NA,33237983,38131104,"data",37501836,604883
"768",2021-01-20,"Canada",659194,37048,NA,NA,NA,33237983,38131104,"data",37471910,622146
"769",2021-01-21,"Canada",695612,43252,NA,NA,NA,33237983,38131104,"data",37435492,652360
"770",2021-01-22,"Canada",727115,49491,NA,NA,NA,33237983,38131104,"data",37403989,677624
"771",2021-01-23,"Canada",747434,53804,NA,NA,NA,33237983,38131104,"data",37383670,693630
"772",2021-01-24,"Canada",760010,56441,NA,NA,NA,33237983,38131104,"data",37371094,703569
"773",2021-01-25,"Canada",775296,64653,NA,NA,NA,33237983,38131104,"data",37355808,710643
"774",2021-01-26,"Canada",795643,72811,NA,NA,NA,33237983,38131104,"data",37335461,722832
"775",2021-01-27,"Canada",809128,82196,NA,NA,NA,33237983,38131104,"data",37321976,726932
"776",2021-01-28,"Canada",824083,91944,NA,NA,NA,33237983,38131104,"data",37307021,732139
"777",2021-01-29,"Canada",836024,101175,NA,NA,NA,33237983,38131104,"data",37295080,734849
"778",2021-01-30,"Canada",842711,109501,NA,NA,NA,33237983,38131104,"data",37288393,733210
"779",2021-01-31,"Canada",845339,111890,NA,NA,NA,33237983,38131104,"data",37285765,733449
"780",2021-02-01,"Canada",859175,116317,NA,NA,NA,33237983,38131104,"data",37271929,742858
"781",2021-02-02,"Canada",867115,121087,NA,NA,NA,33237983,38131104,"data",37263989,746028
"782",2021-02-03,"Canada",871335,130133,NA,NA,NA,33237983,38131104,"data",37259769,741202
"783",2021-02-04,"Canada",877629,142437,NA,NA,NA,33237983,38131104,"data",37253475,735192
"784",2021-02-05,"Canada",887398,155503,NA,NA,NA,33237983,38131104,"data",37243706,731895
"785",2021-02-06,"Canada",895383,168987,NA,NA,NA,33237983,38131104,"data",37235721,726396
"786",2021-02-07,"Canada",900713,176584,NA,NA,NA,33237983,38131104,"data",37230391,724129
"787",2021-02-08,"Canada",911312,187434,NA,NA,NA,33237983,38131104,"data",37219792,723878
"788",2021-02-09,"Canada",920458,204059,NA,NA,NA,33237983,38131104,"data",37210646,716399
"789",2021-02-10,"Canada",930286,223991,NA,NA,NA,33237983,38131104,"data",37200818,706295
"790",2021-02-11,"Canada",942589,244100,NA,NA,NA,33237983,38131104,"data",37188515,698489
"791",2021-02-12,"Canada",955013,266826,NA,NA,NA,33237983,38131104,"data",37176091,688187
"792",2021-02-13,"Canada",967606,287470,NA,NA,NA,33237983,38131104,"data",37163498,680136
"793",2021-02-14,"Canada",971168,301732,NA,NA,NA,33237983,38131104,"data",37159936,669436
"794",2021-02-15,"Canada",972779,309982,NA,NA,NA,33237983,38131104,"data",37158325,662797
"795",2021-02-16,"Canada",981148,327770,NA,NA,NA,33237983,38131104,"data",37149956,653378
"796",2021-02-17,"Canada",985975,343423,NA,NA,NA,33237983,38131104,"data",37145129,642552
"797",2021-02-18,"Canada",993291,363132,NA,NA,NA,33237983,38131104,"data",37137813,630159
"798",2021-02-19,"Canada",1016579,387694,NA,NA,NA,33237983,38131104,"data",37114525,628885
"799",2021-02-20,"Canada",1049514,404466,NA,NA,NA,33237983,38131104,"data",37081590,645048
"800",2021-02-21,"Canada",1078899,417478,NA,NA,NA,33237983,38131104,"data",37052205,661421
"801",2021-02-22,"Canada",1108564,449546,NA,NA,NA,33237983,38131104,"data",37022540,659018
"802",2021-02-23,"Canada",1138700,467772,NA,NA,NA,33237983,38131104,"data",36992404,670928
"803",2021-02-24,"Canada",1170515,482047,NA,NA,NA,33237983,38131104,"data",36960589,688468
"804",2021-02-25,"Canada",1212595,498860,NA,NA,NA,33237983,38131104,"data",36918509,713735
"805",2021-02-26,"Canada",1266731,511975,NA,NA,NA,33237983,38131104,"data",36864373,754756
"806",2021-02-27,"Canada",1320653,519782,NA,NA,NA,33237983,38131104,"data",36810451,800871
"807",2021-02-28,"Canada",1362034,525025,NA,NA,NA,33237983,38131104,"data",36769070,837009
"808",2021-03-01,"Canada",1407961,538239,NA,NA,NA,33237983,38131104,"data",36723143,869722
"809",2021-03-02,"Canada",1470034,548204,NA,NA,NA,33237983,38131104,"data",36661070,921830
"810",2021-03-03,"Canada",1537273,554427,NA,NA,NA,33237983,38131104,"data",36593831,982846
"811",2021-03-04,"Canada",1610535,558882,NA,NA,NA,33237983,38131104,"data",36520569,1051653
"812",2021-03-05,"Canada",1693203,561971,NA,NA,NA,33237983,38131104,"data",36437901,1131232
"813",2021-03-06,"Canada",1765405,564217,NA,NA,NA,33237983,38131104,"data",36365699,1201188
"814",2021-03-07,"Canada",1821470,565719,NA,NA,NA,33237983,38131104,"data",36309634,1255751
"815",2021-03-08,"Canada",1898266,575602,NA,NA,NA,33237983,38131104,"data",36232838,1322664
"816",2021-03-09,"Canada",1964221,579032,NA,NA,NA,33237983,38131104,"data",36166883,1385189
"817",2021-03-10,"Canada",2037806,583483,NA,NA,NA,33237983,38131104,"data",36093298,1454323
"818",2021-03-11,"Canada",2131666,587651,NA,NA,NA,33237983,38131104,"data",35999438,1544015
"819",2021-03-12,"Canada",2239490,590674,NA,NA,NA,33237983,38131104,"data",35891614,1648816
"820",2021-03-13,"Canada",2340676,593331,NA,NA,NA,33237983,38131104,"data",35790428,1747345
"821",2021-03-14,"Canada",2431332,595333,NA,NA,NA,33237983,38131104,"data",35699772,1835999
"822",2021-03-15,"Canada",2550387,600918,NA,NA,NA,33237983,38131104,"data",35580717,1949469
"823",2021-03-16,"Canada",2666388,604921,NA,NA,NA,33237983,38131104,"data",35464716,2061467
"824",2021-03-17,"Canada",2799925,610071,NA,NA,NA,33237983,38131104,"data",35331179,2189854
"825",2021-03-18,"Canada",2950647,615681,NA,NA,NA,33237983,38131104,"data",35180457,2334966
"826",2021-03-19,"Canada",3107711,621601,NA,NA,NA,33237983,38131104,"data",35023393,2486110
"827",2021-03-20,"Canada",3236471,626214,NA,NA,NA,33237983,38131104,"data",34894633,2610257
"828",2021-03-21,"Canada",3324329,629956,NA,NA,NA,33237983,38131104,"data",34806775,2694373
"829",2021-03-22,"Canada",3467046,633512,NA,NA,NA,33237983,38131104,"data",34664058,2833534
"830",2021-03-23,"Canada",3585845,637427,NA,NA,NA,33237983,38131104,"data",34545259,2948418
"831",2021-03-24,"Canada",3751505,642371,NA,NA,NA,33237983,38131104,"data",34379599,3109134
"832",2021-03-25,"Canada",3934959,648991,NA,NA,NA,33237983,38131104,"data",34196145,3285968
"833",2021-03-26,"Canada",4143640,657291,NA,NA,NA,33237983,38131104,"data",33987464,3486349
"834",2021-03-27,"Canada",4304842,662655,NA,NA,NA,33237983,38131104,"data",33826262,3642187
"835",2021-03-28,"Canada",4447302,666633,NA,NA,NA,33237983,38131104,"data",33683802,3780669
"836",2021-03-29,"Canada",4629020,672214,NA,NA,NA,33237983,38131104,"data",33502084,3956806
"837",2021-03-30,"Canada",4791415,679469,NA,NA,NA,33237983,38131104,"data",33339689,4111946
"838",2021-03-31,"Canada",5004406,685974,NA,NA,NA,33237983,38131104,"data",33126698,4318432
"839",2021-04-01,"Canada",5200717,696128,NA,NA,NA,33237983,38131104,"data",32930387,4504589
"840",2021-04-02,"Canada",5356913,700177,NA,NA,NA,33237983,38131104,"data",32774191,4656736
"841",2021-04-03,"Canada",5553604,704399,NA,NA,NA,33237983,38131104,"data",32577500,4849205
"842",2021-04-04,"Canada",5667707,704403,NA,NA,NA,33237983,38131104,"data",32463397,4963304
"843",2021-04-05,"Canada",5836927,718462,NA,NA,NA,33237983,38131104,"data",32294177,5118465
"844",2021-04-06,"Canada",6027659,730958,NA,NA,NA,33237983,38131104,"data",32103445,5296701
"845",2021-04-07,"Canada",6243477,746667,NA,NA,NA,33237983,38131104,"data",31887627,5496810
"846",2021-04-08,"Canada",6488833,763727,NA,NA,NA,33237983,38131104,"data",31642271,5725106
"847",2021-04-09,"Canada",6788921,780400,NA,NA,NA,33237983,38131104,"data",31342183,6008521
"848",2021-04-10,"Canada",7020562,794186,NA,NA,NA,33237983,38131104,"data",31110542,6226376
"849",2021-04-11,"Canada",7198857,797265,NA,NA,NA,33237983,38131104,"data",30932247,6401592
"850",2021-04-12,"Canada",7515239,815659,NA,NA,NA,33237983,38131104,"data",30615865,6699580
"851",2021-04-13,"Canada",7772264,829067,NA,NA,NA,33237983,38131104,"data",30358840,6943197
"852",2021-04-14,"Canada",8058263,840602,NA,NA,NA,33237983,38131104,"data",30072841,7217661
"853",2021-04-15,"Canada",8350721,854586,NA,NA,NA,33237983,38131104,"data",29780383,7496135
"854",2021-04-16,"Canada",8641720,884012,NA,NA,NA,33237983,38131104,"data",29489384,7757708
"855",2021-04-17,"Canada",8871849,908060,NA,NA,NA,33237983,38131104,"data",29259255,7963789
"856",2021-04-18,"Canada",9067412,913214,NA,NA,NA,33237983,38131104,"data",29063692,8154198
"857",2021-04-19,"Canada",9309934,933484,NA,NA,NA,33237983,38131104,"data",28821170,8376450
"858",2021-04-20,"Canada",9536454,944964,NA,NA,NA,33237983,38131104,"data",28594650,8591490
"859",2021-04-21,"Canada",9840205,957945,NA,NA,NA,33237983,38131104,"data",28290899,8882260
"860",2021-04-22,"Canada",10184121,974515,NA,NA,NA,33237983,38131104,"data",27946983,9209606
"861",2021-04-23,"Canada",10533458,993480,NA,NA,NA,33237983,38131104,"data",27597646,9539978
"862",2021-04-24,"Canada",10804552,1008649,NA,NA,NA,33237983,38131104,"data",27326552,9795903
"863",2021-04-25,"Canada",11026753,1018288,NA,NA,NA,33237983,38131104,"data",27104351,10008465
"864",2021-04-26,"Canada",11280635,1027150,NA,NA,NA,33237983,38131104,"data",26850469,10253485
"865",2021-04-27,"Canada",11518249,1046076,NA,NA,NA,33237983,38131104,"data",26612855,10472173
"866",2021-04-28,"Canada",11764830,1061436,NA,NA,NA,33237983,38131104,"data",26366274,10703394
"867",2021-04-29,"Canada",12049818,1082053,NA,NA,NA,33237983,38131104,"data",26081286,10967765
"868",2021-04-30,"Canada",12330084,1090114,NA,NA,NA,33237983,38131104,"data",25801020,11239970
"869",2021-05-01,"Canada",12534545,1117830,NA,NA,NA,33237983,38131104,"data",25596559,11416715
"870",2021-05-02,"Canada",12696698,1128778,NA,NA,NA,33237983,38131104,"data",25434406,11567920
"871",2021-05-03,"Canada",12914613,1136877,NA,NA,NA,33237983,38131104,"data",25216491,11777736
"872",2021-05-04,"Canada",13128106,1156128,NA,NA,NA,33237983,38131104,"data",25002998,11971978
"873",2021-05-05,"Canada",13394105,1173962,NA,NA,NA,33237983,38131104,"data",24736999,12220143
"874",2021-05-06,"Canada",13728528,1196166,NA,NA,NA,33237983,38131104,"data",24402576,12532362
"875",2021-05-07,"Canada",14104164,1221019,NA,NA,NA,33237983,38131104,"data",24026940,12883145
"876",2021-05-08,"Canada",14411049,1240997,NA,NA,NA,33237983,38131104,"data",23720055,13170052
"877",2021-05-09,"Canada",14674577,1248931,NA,NA,NA,33237983,38131104,"data",23456527,13425646
"878",2021-05-10,"Canada",14991030,1267125,NA,NA,NA,33237983,38131104,"data",23140074,13723905
"879",2021-05-11,"Canada",15272541,1285391,NA,NA,NA,33237983,38131104,"data",22858563,13987150
"880",2021-05-12,"Canada",15596419,1308290,NA,NA,NA,33237983,38131104,"data",22534685,14288129
"881",2021-05-13,"Canada",15961692,1336187,NA,NA,NA,33237983,38131104,"data",22169412,14625505
"882",2021-05-14,"Canada",16363943,1370379,NA,NA,NA,33237983,38131104,"data",21767161,14993564
"883",2021-05-15,"Canada",16703298,1395516,NA,NA,NA,33237983,38131104,"data",21427806,15307782
"884",2021-05-16,"Canada",17004917,1410963,NA,NA,NA,33237983,38131104,"data",21126187,15593954
"885",2021-05-17,"Canada",17381262,1424641,NA,NA,NA,33237983,38131104,"data",20749842,15956621
"886",2021-05-18,"Canada",17638053,1450745,NA,NA,NA,33237983,38131104,"data",20493051,16187308
"887",2021-05-19,"Canada",17958575,1486018,NA,NA,NA,33237983,38131104,"data",20172529,16472557
"888",2021-05-20,"Canada",18312021,1529541,NA,NA,NA,33237983,38131104,"data",19819083,16782480
"889",2021-05-21,"Canada",18748185,1581598,NA,NA,NA,33237983,38131104,"data",19382919,17166587
"890",2021-05-22,"Canada",19088516,1629593,NA,NA,NA,33237983,38131104,"data",19042588,17458923
"891",2021-05-23,"Canada",19372979,1653627,NA,NA,NA,33237983,38131104,"data",18758125,17719352
"892",2021-05-24,"Canada",19709001,1672543,NA,NA,NA,33237983,38131104,"data",18422103,18036458
"893",2021-05-25,"Canada",19942129,1695594,NA,NA,NA,33237983,38131104,"data",18188975,18246535
"894",2021-05-26,"Canada",20195328,1743718,NA,NA,NA,33237983,38131104,"data",17935776,18451610
"895",2021-05-27,"Canada",20539206,1808107,NA,NA,NA,33237983,38131104,"data",17591898,18731099
"896",2021-05-28,"Canada",20932071,1878638,NA,NA,NA,33237983,38131104,"data",17199033,19053433
"897",2021-05-29,"Canada",21207890,1949139,NA,NA,NA,33237983,38131104,"data",16923214,19258751
"898",2021-05-30,"Canada",21458697,2013519,NA,NA,NA,33237983,38131104,"data",16672407,19445178
"899",2021-05-31,"Canada",21783824,2078573,NA,NA,NA,33237983,38131104,"data",16347280,19705251
"900",2021-06-01,"Canada",22007819,2161527,NA,NA,NA,33237983,38131104,"data",16123285,19846292
"901",2021-06-02,"Canada",22258278,2263786,NA,NA,NA,33237983,38131104,"data",15872826,19994492
"902",2021-06-03,"Canada",22530589,2402935,NA,NA,NA,33237983,38131104,"data",15600515,20127654
"903",2021-06-04,"Canada",22825634,2571814,NA,NA,NA,33237983,38131104,"data",15305470,20253820
"904",2021-06-05,"Canada",23057551,2714936,NA,NA,NA,33237983,38131104,"data",15073553,20342615
"905",2021-06-06,"Canada",23253261,2842203,NA,NA,NA,33237983,38131104,"data",14877843,20411058
"906",2021-06-07,"Canada",23507511,2995917,NA,NA,NA,33237983,38131104,"data",14623593,20511594
"907",2021-06-08,"Canada",23670710,3184937,NA,NA,NA,33237983,38131104,"data",14460394,20485773
"908",2021-06-09,"Canada",23835779,3421995,NA,NA,NA,33237983,38131104,"data",14295325,20413784
"909",2021-06-10,"Canada",24010935,3718629,NA,NA,NA,33237983,38131104,"data",14120169,20292306
"910",2021-06-11,"Canada",24195150,4045324,NA,NA,NA,33237983,38131104,"data",13935954,20149826
"911",2021-06-12,"Canada",24311588,4332854,NA,NA,NA,33237983,38131104,"data",13819516,19978734
"912",2021-06-13,"Canada",24429078,4594453,NA,NA,NA,33237983,38131104,"data",13702026,19834625
"913",2021-06-14,"Canada",24559731,4911015,NA,NA,NA,33237983,38131104,"data",13571373,19648716
"914",2021-06-15,"Canada",24677550,5240302,NA,NA,NA,33237983,38131104,"data",13453554,19437248
"915",2021-06-16,"Canada",24775947,5603679,NA,NA,NA,33237983,38131104,"data",13355157,19172268
"916",2021-06-17,"Canada",24880007,6005085,NA,NA,NA,33237983,38131104,"data",13251097,18874922
"917",2021-06-18,"Canada",24976923,6440424,NA,NA,NA,33237983,38131104,"data",13154181,18536499
"918",2021-06-19,"Canada",25043879,6792499,NA,NA,NA,33237983,38131104,"data",13087225,18251380
"919",2021-06-20,"Canada",25105109,7084165,NA,NA,NA,33237983,38131104,"data",13025995,18020944
"920",2021-06-21,"Canada",25186098,7411966,NA,NA,NA,33237983,38131104,"data",12945006,17774132
"921",2021-06-22,"Canada",25251515,7819125,NA,NA,NA,33237983,38131104,"data",12879589,17432390
"922",2021-06-23,"Canada",25311357,8274009,NA,NA,NA,33237983,38131104,"data",12819747,17037348
"923",2021-06-24,"Canada",25380107,8794464,NA,NA,NA,33237983,38131104,"data",12750997,16585643
"924",2021-06-25,"Canada",25440005,9254970,NA,NA,NA,33237983,38131104,"data",12691099,16185035
"925",2021-06-26,"Canada",25483314,9652507,NA,NA,NA,33237983,38131104,"data",12647790,15830807
"926",2021-06-27,"Canada",25525737,9970084,NA,NA,NA,33237983,38131104,"data",12605367,15555653
"927",2021-06-28,"Canada",25610293,10589254,NA,NA,NA,33237983,38131104,"data",12520811,15021039
"928",2021-06-29,"Canada",25666429,11109783,NA,NA,NA,33237983,38131104,"data",12464675,14556646
"929",2021-06-30,"Canada",25722762,11662058,NA,NA,NA,33237983,38131104,"data",12408342,14060704
"930",2021-07-01,"Canada",25760431,12064232,NA,NA,NA,33237983,38131104,"data",12370673,13696199
"931",2021-07-02,"Canada",25821859,12595940,NA,NA,NA,33237983,38131104,"data",12309245,13225919
"932",2021-07-03,"Canada",25851422,12925620,NA,NA,NA,33237983,38131104,"data",12279682,12925802
"933",2021-07-04,"Canada",25882481,13216420,NA,NA,NA,33237983,38131104,"data",12248623,12666061
"934",2021-07-05,"Canada",25941026,13760360,NA,NA,NA,33237983,38131104,"data",12190078,12180666
"935",2021-07-06,"Canada",25988670,14199217,NA,NA,NA,33237983,38131104,"data",12142434,11789453
"936",2021-07-07,"Canada",26032537,14659128,NA,NA,NA,33237983,38131104,"data",12098567,11373409
"937",2021-07-08,"Canada",26093012,15219854,NA,NA,NA,33237983,38131104,"data",12038092,10873158
"938",2021-07-09,"Canada",26145631,15713492,NA,NA,NA,33237983,38131104,"data",11985473,10432139
"939",2021-07-10,"Canada",26178558,16045371,NA,NA,NA,33237983,38131104,"data",11952546,10133187
"940",2021-07-11,"Canada",26206748,16302895,NA,NA,NA,33237983,38131104,"data",11924356,9903853
"941",2021-07-12,"Canada",26262399,16751773,NA,NA,NA,33237983,38131104,"data",11868705,9510626
"942",2021-07-13,"Canada",26301108,17128728,NA,NA,NA,33237983,38131104,"data",11829996,9172380
"943",2021-07-14,"Canada",26346634,17510007,NA,NA,NA,33237983,38131104,"data",11784470,8836627
"944",2021-07-15,"Canada",26392399,17901260,NA,NA,NA,33237983,38131104,"data",11738705,8491139
"945",2021-07-16,"Canada",26439790,18286671,NA,NA,NA,33237983,38131104,"data",11691314,8153119
"946",2021-07-17,"Canada",26471443,18556079,NA,NA,NA,33237983,38131104,"data",11659661,7915364
"947",2021-07-18,"Canada",26495816,18756816,NA,NA,NA,33237983,38131104,"data",11635288,7739000
"948",2021-07-19,"Canada",26541095,19137995,NA,NA,NA,33237983,38131104,"data",11590009,7403100
"949",2021-07-20,"Canada",26579062,19437391,NA,NA,NA,33237983,38131104,"data",11552042,7141671
"950",2021-07-21,"Canada",26618984,19783169,NA,NA,NA,33237983,38131104,"data",11512120,6835815
"951",2021-07-22,"Canada",26661660,20122241,NA,NA,NA,33237983,38131104,"data",11469444,6539419
"952",2021-07-23,"Canada",26704589,20435722,NA,NA,NA,33237983,38131104,"data",11426515,6268867
"953",2021-07-24,"Canada",26733653,20654519,NA,NA,NA,33237983,38131104,"data",11397451,6079134
"954",2021-07-25,"Canada",26757373,20827849,NA,NA,NA,33237983,38131104,"data",11373731,5929524
"955",2021-07-26,"Canada",26801722,21174524,NA,NA,NA,33237983,38131104,"data",11329382,5627198
"956",2021-07-27,"Canada",26839096,21415908,NA,NA,NA,33237983,38131104,"data",11292008,5423188
"957",2021-07-28,"Canada",26878305,21651918,NA,NA,NA,33237983,38131104,"data",11252799,5226387
"958",2021-07-29,"Canada",26917700,21881949,NA,NA,NA,33237983,38131104,"data",11213404,5035751
"959",2021-07-30,"Canada",26958920,22101762,NA,NA,NA,33237983,38131104,"data",11172184,4857158
