"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","type","unvaccinated_population","partially_dose"
"280",2021-09-02,"ab",2925081.6519597,2630847.45346022,2057.78445763234,4593.29833017988,6651.08278781222,3761125,4444277,"projection",1519195.3480403,294234.19849948
"281",2021-09-03,"ab",2927139.39540947,2635437.68579462,2057.74344976712,4590.23233439866,6647.97578416578,3761125,4444277,"projection",1517137.60459053,291701.709614848
"282",2021-09-04,"ab",2929197.09748526,2640024.73616864,2057.70207578922,4587.05037401523,6644.75244980445,3761125,4444277,"projection",1515079.90251474,289172.361316622
"283",2021-09-05,"ab",2931254.75781604,2644608.48206567,2057.66033078125,4583.74589703651,6641.40622781776,3761125,4444277,"projection",1513022.24218396,286646.275750367
"284",2021-09-06,"ab",2933312.37602578,2649188.79392377,2057.61820973782,4580.31185810221,6637.93006784003,3761125,4444277,"projection",1510964.62397422,284123.582102003
"285",2021-09-07,"ab",2935369.95173334,2653765.53459575,2057.5757075632,4576.74067197973,6634.31637954293,3761125,4444277,"projection",1508907.04826666,281604.417137586
"286",2021-09-08,"ab",2937427.48455241,2658338.55875754,2057.53281906759,4573.02416178863,6630.55698085623,3761125,4444277,"projection",1506849.51544759,279088.925794865
"287",2021-09-09,"ab",2939484.97409138,2662907.71225879,2057.48953896947,4569.15350125078,6626.64304022025,3761125,4444277,"projection",1504792.02590862,276577.261832584
"288",2021-09-10,"ab",2941542.41995327,2667472.83140896,2057.44586188812,4565.11915016733,6622.56501205545,3761125,4444277,"projection",1502734.58004673,274069.588544304
"289",2021-09-11,"ab",2943599.82173561,2672033.74219115,2057.40178234549,4560.91078218818,6618.31256453367,3761125,4444277,"projection",1500677.17826439,271566.079544462
"290",2021-09-12,"ab",2945657.17903037,2676590.25939495,2057.35729476204,4556.51720380178,6613.87449856382,3761125,4444277,"projection",1498619.82096963,269066.919635422
"291",2021-09-13,"ab",2947714.49142383,2681142.18565825,2057.31239345437,4551.92626329651,6609.23865675088,3761125,4444277,"projection",1496562.50857617,266572.30576558
"292",2021-09-14,"ab",2949771.75849646,2685689.31040649,2057.26707263291,4547.12474824674,6604.39182087965,3761125,4444277,"projection",1494505.24150354,264082.448089966
"293",2021-09-15,"ab",2951828.97982286,2690231.40867633,2057.22132640146,4542.09826983372,6599.31959623517,3761125,4444277,"projection",1492448.02017714,261597.571146534
"294",2021-09-16,"ab",2953886.15497161,2694768.23980836,2057.17514875019,4536.83113202918,6594.00628077937,3761125,4444277,"projection",1490390.84502839,259117.915163255
"295",2021-09-17,"ab",2955943.28350517,2699299.5459917,2057.12853355799,4531.30618333817,6588.43471689615,3761125,4444277,"projection",1488333.71649483,256643.737513475
"296",2021-09-18,"ab",2958000.36497976,2703825.05064008,2057.08147458686,4525.50464838417,6582.58612297103,3761125,4444277,"projection",1486276.63502024,254175.314339677
"297",2021-09-19,"ab",2960057.39894524,2708344.45657624,2057.03396547912,4519.40593615593,6576.43990163505,3761125,4444277,"projection",1484219.60105476,251712.942369001
"298",2021-09-20,"ab",2962114.38494499,2712857.44399738,2056.98599975556,4512.98742114753,6569.97342090309,3761125,4444277,"projection",1482162.61505501,249256.940947609
"299",2021-09-21,"ab",2964171.3225158,2717363.66819033,2056.93757081311,4506.22419294575,6563.16176375886,3761125,4444277,"projection",1480105.6774842,246807.654325476
"300",2021-09-22,"ab",2966228.21118772,2721862.75695932,2056.8886719197,4499.08876898978,6555.97744090948,3761125,4444277,"projection",1478048.78881228,244365.454228406
"301",2021-09-23,"ab",2968285.05048394,2726354.30772353,2056.83929621289,4491.55076421332,6548.3900604262,3761125,4444277,"projection",1475991.94951606,241930.742760405
"302",2021-09-24,"ab",2970341.83992063,2730837.88423363,2056.78943669563,4483.57651010202,6540.36594679765,3761125,4444277,"projection",1473935.16007937,239503.955686999
"303",2021-09-25,"ab",2972398.57900687,2735313.01284783,2056.73908623494,4475.12861419702,6531.86770043196,3761125,4444277,"projection",1471878.42099313,237085.566159037
"304",2021-09-26,"ab",2974455.26724442,2739779.17829717,2056.68823755486,4466.16544933571,6522.85368689056,3761125,4444277,"projection",1469821.73275558,234676.088947256
"305",2021-09-27,"ab",2976511.90412766,2744235.81885689,2056.63688323693,4456.64055971988,6513.27744295681,3761125,4444277,"projection",1467765.09587234,232276.085270773
"306",2021-09-28,"ab",2978568.48914337,2748682.32082518,2056.58501571417,4446.50196829438,6503.08698400855,3761125,4444277,"projection",1465708.51085663,229886.168318193
"307",2021-09-29,"ab",2980625.02177064,2753118.01219186,2056.53262726823,4435.69136668416,6492.22399395239,3761125,4444277,"projection",1463651.97822936,227507.009578777
"308",2021-09-30,"ab",2982681.50148067,2757542.15535687,2056.47971002525,4424.14316500816,6480.62287503341,3761125,4444277,"projection",1461595.49851933,225139.346123794
"309",2021-10-01,"ab",2984737.92773662,2761953.93873098,2056.4262559521,4411.78337410418,6468.20963005628,3761125,4444277,"projection",1459539.07226338,222783.989005642
"310",2021-10-02,"ab",2986794.29999347,2766352.4670178,2056.37225685269,4398.52828682633,6454.90054367902,3761125,4444277,"projection",1457482.70000653,220441.832975668
"311",2021-10-03,"ab",2988850.61769783,2770736.74993579,2056.31770436233,4384.28291798942,6440.60062235175,3761125,4444277,"projection",1455426.38230217,218113.867762041
"312",2021-10-04,"ab",2990906.88028778,2775105.68908968,2056.26258994592,4368.93915388687,6425.20174383279,3761125,4444277,"projection",1453370.11971222,215801.1911981
"313",2021-10-05,"ab",2992963.08719267,2779458.06264166,2056.20690489188,4352.37355198478,6408.58045687666,3761125,4444277,"projection",1451313.91280733,213505.024551007
"314",2021-10-06,"ab",2995019.23783298,2783792.50736073,2056.15064030653,4334.44471906777,6390.5953593743,3761125,4444277,"projection",1449257.76216702,211226.730472246
"315",2021-10-07,"ab",2997075.33162009,2788107.49754252,2056.09378711274,4314.99018178461,6371.08396889735,3761125,4444277,"projection",1447201.66837991,208967.834077574
"316",2021-10-08,"ab",2999131.36795613,2792401.32018981,2056.03633604152,4293.82264729263,6349.85898333415,3761125,4444277,"projection",1445145.63204387,206730.047766323
"317",2021-10-09,"ab",3001187.34623376,2796672.04572401,2055.97827762878,4270.72553419648,6326.70381182525,3761125,4444277,"projection",1443089.65376624,204515.300509755
"318",2021-10-10,"ab",3003243.26583597,2800917.49336085,2055.91960221017,4245.44763684459,6301.36723905476,3761125,4444277,"projection",1441033.73416403,202325.772475121
"319",2021-10-11,"ab",3005299.12613589,2805135.1901334,2055.86029991601,4217.69677255303,6273.55707246903,3761125,4444277,"projection",1438977.87386411,200163.936002484
"320",2021-10-12,"ab",3007354.92649655,2809322.32239145,2055.80036066426,4187.13225804362,6242.93261870788,3761125,4444277,"projection",1436922.07350345,198032.604105105
"321",2021-10-13,"ab",3009410.66627071,2813475.67847153,2055.73977415636,4153.35608008364,6209.09585424,3761125,4444277,"projection",1434866.33372929,195934.987799177
"322",2021-10-14,"ab",3011466.34480058,2817591.58115902,2055.67852987023,4115.9026874858,6171.58121735603,3761125,4444277,"projection",1432810.65519942,193874.763641562
"323",2021-10-15,"ab",3013521.96141763,2821665.80863345,2055.61661705608,4074.2274744371,6129.84409149317,3761125,4444277,"projection",1430755.03858237,191856.152784181
"324",2021-10-16,"ab",3015577.51544236,2825693.50294583,2055.55402472802,4027.69431237737,6083.24833710538,3761125,4444277,"projection",1428699.48455764,189884.012496531
"325",2021-10-17,"ab",3017633.00618402,2829669.06597137,2055.49074165802,3975.56302553928,6031.0537671973,3761125,4444277,"projection",1426643.99381598,187963.94021265
"326",2021-10-18,"ab",3019688.43294039,2833586.04463649,2055.42675637035,3916.97866512323,5972.40542149357,3761125,4444277,"projection",1424588.56705961,186102.388303897
"327",2021-10-19,"ab",3021743.79499753,2837437.01071803,2055.36205713497,3850.96608153731,5906.32813867228,3761125,4444277,"projection",1422533.20500247,184306.784279495
"328",2021-10-20,"ab",3023799.09162948,2841213.44671096,2055.29663195694,3776.43599292543,5831.73262488237,3761125,4444277,"projection",1420477.90837052,182585.644918527
"329",2021-10-21,"ab",3025854.32209806,2844905.65964845,2055.23046857445,3692.21293749474,5747.44340606919,3761125,4444277,"projection",1418422.67790194,180948.662449606
"330",2021-10-22,"ab",3027909.4856525,2848502.76111674,2055.16355444584,3597.10146829393,5652.26502273977,3761125,4444277,"projection",1416367.5143475,179406.724535758
"331",2021-10-23,"ab",3029964.58152925,2851992.77534024,2055.09587674541,3490.01422349177,5545.11010023719,3761125,4444277,"projection",1414312.41847075,177971.806189012
"332",2021-10-24,"ab",3032019.6089516,2855362.96673677,2055.02742235456,3370.19139653211,5425.21881888667,3761125,4444277,"projection",1412257.3910484,176656.642214834
"333",2021-10-25,"ab",3034074.56712946,2858600.50492066,2054.95817785198,3237.53818389354,5292.49636174552,3761125,4444277,"projection",1410202.43287054,175474.062208793
"334",2021-10-26,"ab",3036129.45525896,2861693.58494227,2054.88812950579,3093.08002160443,5147.96815111022,3761125,4444277,"projection",1408147.54474104,174435.870316694
"335",2021-10-27,"ab",3038184.27252223,2864633.04934306,2054.81726326514,2939.46440079482,4994.28166405996,3761125,4444277,"projection",1406092.72747777,173551.223179164
"336",2021-10-28,"ab",3040239.01808698,2867414.3650845,2054.74556474993,2781.31574143935,4836.06130618928,3761125,4444277,"projection",1404037.98191302,172824.653002475
"337",2021-10-29,"ab",3042293.69110622,2870039.4929961,2054.67301924108,2625.12791159656,4679.80093083763,3761125,4444277,"projection",1401983.30889378,172254.198110119
"338",2021-10-30,"ab",3044348.29071789,2872517.89898778,2054.59961167211,2478.40599168697,4533.00560335908,3761125,4444277,"projection",1399928.70928211,171830.391730105
"339",2021-10-31,"ab",3046402.81604451,2874866.00297994,2054.52532661613,2348.10399215715,4402.62931877328,3761125,4444277,"projection",1397874.18395549,171536.813064564
"340",2021-11-01,"ab",3048457.26619278,2877104.95024714,2054.45014827745,2238.94726719707,4293.39741547452,3761125,4444277,"projection",1395819.73380722,171352.315945644
"341",2021-11-02,"ab",3050511.64025326,2879257.4379737,2054.37406047992,2152.4877265566,4206.86178703653,3761125,4444277,"projection",1393765.35974674,171254.202279567
"342",2021-11-03,"ab",3052565.93729992,2881344.76501522,2054.29704665346,2087.32704152213,4141.62408817559,3761125,4444277,"projection",1391711.06270008,171221.172284699
"343",2021-11-04,"ab",3054620.15638974,2883384.95577398,2054.21908982564,2040.19075875916,4094.40984858479,3761125,4444277,"projection",1389656.84361026,171235.200615765
"344",2021-11-05,"ab",3056674.29656235,2885392.11281566,2054.14017260587,2007.15704168053,4061.2972142864,3761125,4444277,"projection",1387602.70343765,171282.18374669
"345",2021-11-06,"ab",3058728.35683952,2887376.65042532,2054.06027717516,1984.5376096596,4038.59788683476,3761125,4444277,"projection",1385548.64316048,171351.706414206
"346",2021-11-07,"ab",3060782.33622479,2889345.94805647,2053.97938527027,1969.29763114965,4023.27701641992,3761125,4444277,"projection",1383494.66377521,171436.388168327
"347",2021-11-08,"ab",3062836.23370297,2891305.0865799,2053.89747817209,1959.13852343382,4013.03600160591,3761125,4444277,"projection",1381440.76629703,171531.147123065
"348",2021-11-09,"ab",3064890.04823966,2893257.4963541,2053.81453669118,1952.40977420285,4006.22431089403,3761125,4444277,"projection",1379386.95176034,171632.551885553
"349",2021-11-10,"ab",3066943.77878081,2895205.46304546,2053.73054115009,1947.96669135336,4001.69723250344,3761125,4444277,"projection",1377333.22121919,171738.31573535
"350",2021-11-11,"ab",3068997.42425218,2897150.49624391,2053.64547137264,1945.03319845023,3998.67866982287,3761125,4444277,"projection",1375279.57574782,171846.928008272
"351",2021-11-12,"ab",3071050.98355884,2899093.58711457,2053.559306663,1943.09087066492,3996.65017732792,3761125,4444277,"projection",1373226.01644116,171957.39644427
"352",2021-11-13,"ab",3073104.45558463,2901035.38384217,2053.47202579211,1941.79672759771,3995.26875338983,3761125,4444277,"projection",1371172.54441537,172069.071742465
"353",2021-11-14,"ab",3075157.83919161,2902976.30912666,2053.38360697962,1940.9252844858,3994.30889146542,3761125,4444277,"projection",1369119.16080839,172181.530064959
"354",2021-11-15,"ab",3077211.13321949,2904916.63803446,2053.29402787518,1940.32890780549,3993.62293568067,3761125,4444277,"projection",1367065.86678051,172294.495185028
"355",2021-11-16,"ab",3079264.33648503,2906856.54922739,2053.20326554077,1939.91119292937,3993.11445847014,3761125,4444277,"projection",1365012.66351497,172407.78725764
"356",2021-11-17,"ab",3081317.44778146,2908796.15852278,2053.1112964307,1939.60929538822,3992.72059181891,3761125,4444277,"projection",1362959.55221854,172521.289258682
"357",2021-11-18,"ab",3083370.46587783,2910735.54081503,2053.01809637109,1939.38229225157,3992.40038862266,3761125,4444277,"projection",1360906.53412217,172634.925062802
"358",2021-11-19,"ab",3085423.38951837,2912674.74436766,2052.92364054034,1939.2035526298,3992.12719317013,3761125,4444277,"projection",1358853.61048163,172748.645150712
"359",2021-11-20,"ab",3087476.21742182,2914613.80011958,2052.82790344441,1939.05575191602,3991.88365536043,3761125,4444277,"projection",1356800.78257818,172862.417302241
"360",2020-12-02,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"361",2020-12-03,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"362",2020-12-04,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"363",2020-12-05,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"364",2020-12-06,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"365",2020-12-07,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"366",2020-12-08,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"367",2020-12-09,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"368",2020-12-10,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"369",2020-12-11,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"370",2020-12-12,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"371",2020-12-13,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"372",2020-12-14,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"373",2020-12-15,"bc",0,0,NA,NA,NA,4577078,5174724,"data",5174724,0
"374",2020-12-16,"bc",409,0,NA,NA,NA,4577078,5174724,"data",5174315,409
"375",2020-12-17,"bc",1216,0,NA,NA,NA,4577078,5174724,"data",5173508,1216
"376",2020-12-18,"bc",2592,0,NA,NA,NA,4577078,5174724,"data",5172132,2592
"377",2020-12-19,"bc",2592,0,NA,NA,NA,4577078,5174724,"data",5172132,2592
"378",2020-12-20,"bc",2592,0,NA,NA,NA,4577078,5174724,"data",5172132,2592
"379",2020-12-21,"bc",3644,0,NA,NA,NA,4577078,5174724,"data",5171080,3644
"380",2020-12-22,"bc",4108,0,NA,NA,NA,4577078,5174724,"data",5170616,4108
"381",2020-12-23,"bc",5603,0,NA,NA,NA,4577078,5174724,"data",5169121,5603
"382",2020-12-24,"bc",8178,0,NA,NA,NA,4577078,5174724,"data",5166546,8178
"383",2020-12-25,"bc",8178,0,NA,NA,NA,4577078,5174724,"data",5166546,8178
"384",2020-12-26,"bc",8178,0,NA,NA,NA,4577078,5174724,"data",5166546,8178
"385",2020-12-27,"bc",8178,0,NA,NA,NA,4577078,5174724,"data",5166546,8178
"386",2020-12-28,"bc",8178,0,NA,NA,NA,4577078,5174724,"data",5166546,8178
"387",2020-12-29,"bc",11930,0,NA,NA,NA,4577078,5174724,"data",5162794,11930
"388",2020-12-30,"bc",14027,0,NA,NA,NA,4577078,5174724,"data",5160697,14027
"389",2020-12-31,"bc",17510,0,NA,NA,NA,4577078,5174724,"data",5157214,17510
"390",2021-01-01,"bc",17510,0,NA,NA,NA,4577078,5174724,"data",5157214,17510
"391",2021-01-02,"bc",17510,0,NA,NA,NA,4577078,5174724,"data",5157214,17510
"392",2021-01-03,"bc",17510,0,NA,NA,NA,4577078,5174724,"data",5157214,17510
"393",2021-01-04,"bc",25744,0,NA,NA,NA,4577078,5174724,"data",5148980,25744
"394",2021-01-05,"bc",28209,0,NA,NA,NA,4577078,5174724,"data",5146515,28209
"395",2021-01-06,"bc",33665,0,NA,NA,NA,4577078,5174724,"data",5141059,33665
"396",2021-01-07,"bc",41064,0,NA,NA,NA,4577078,5174724,"data",5133660,41064
"397",2021-01-08,"bc",46259,0,NA,NA,NA,4577078,5174724,"data",5128465,46259
"398",2021-01-09,"bc",46259,0,NA,NA,NA,4577078,5174724,"data",5128465,46259
"399",2021-01-10,"bc",46259,0,NA,NA,NA,4577078,5174724,"data",5128465,46259
"400",2021-01-11,"bc",59902,0,NA,NA,NA,4577078,5174724,"data",5114822,59902
"401",2021-01-12,"bc",62294,0,NA,NA,NA,4577078,5174724,"data",5112430,62294
"402",2021-01-13,"bc",63430,0,NA,NA,NA,4577078,5174724,"data",5111294,63430
"403",2021-01-14,"bc",69746,0,NA,NA,NA,4577078,5174724,"data",5104978,69746
"404",2021-01-15,"bc",75914,0,NA,NA,NA,4577078,5174724,"data",5098810,75914
"405",2021-01-16,"bc",75914,0,NA,NA,NA,4577078,5174724,"data",5098810,75914
"406",2021-01-17,"bc",75914,0,NA,NA,NA,4577078,5174724,"data",5098810,75914
"407",2021-01-18,"bc",87346,0,NA,NA,NA,4577078,5174724,"data",5087378,87346
"408",2021-01-19,"bc",92369,0,NA,NA,NA,4577078,5174724,"data",5082355,92369
"409",2021-01-20,"bc",97243,882,NA,NA,NA,4577078,5174724,"data",5077481,96361
"410",2021-01-21,"bc",103221,1680,NA,NA,NA,4577078,5174724,"data",5071503,101541
"411",2021-01-22,"bc",108364,2202,NA,NA,NA,4577078,5174724,"data",5066360,106162
"412",2021-01-23,"bc",108364,2202,NA,NA,NA,4577078,5174724,"data",5066360,106162
"413",2021-01-24,"bc",108364,2202,NA,NA,NA,4577078,5174724,"data",5066360,106162
"414",2021-01-25,"bc",116657,3193,NA,NA,NA,4577078,5174724,"data",5058067,113464
"415",2021-01-26,"bc",118254,4105,NA,NA,NA,4577078,5174724,"data",5056470,114149
"416",2021-01-27,"bc",120205,4160,NA,NA,NA,4577078,5174724,"data",5054519,116045
"417",2021-01-28,"bc",123070,4185,NA,NA,NA,4577078,5174724,"data",5051654,118885
"418",2021-01-29,"bc",124979,4262,NA,NA,NA,4577078,5174724,"data",5049745,120717
"419",2021-01-30,"bc",124979,4262,NA,NA,NA,4577078,5174724,"data",5049745,120717
"420",2021-01-31,"bc",124979,4262,NA,NA,NA,4577078,5174724,"data",5049745,120717
"421",2021-02-01,"bc",134401,4491,NA,NA,NA,4577078,5174724,"data",5040323,129910
"422",2021-02-02,"bc",135355,5097,NA,NA,NA,4577078,5174724,"data",5039369,130258
"423",2021-02-03,"bc",135729,6417,NA,NA,NA,4577078,5174724,"data",5038995,129312
"424",2021-02-04,"bc",137470,8097,NA,NA,NA,4577078,5174724,"data",5037254,129373
"425",2021-02-05,"bc",139198,10366,NA,NA,NA,4577078,5174724,"data",5035526,128832
"426",2021-02-06,"bc",139198,10366,NA,NA,NA,4577078,5174724,"data",5035526,128832
"427",2021-02-07,"bc",139198,10366,NA,NA,NA,4577078,5174724,"data",5035526,128832
"428",2021-02-08,"bc",142385,12111,NA,NA,NA,4577078,5174724,"data",5032339,130274
"429",2021-02-09,"bc",142783,12802,NA,NA,NA,4577078,5174724,"data",5031941,129981
"430",2021-02-10,"bc",143481,14316,NA,NA,NA,4577078,5174724,"data",5031243,129165
"431",2021-02-11,"bc",144203,15684,NA,NA,NA,4577078,5174724,"data",5030521,128519
"432",2021-02-12,"bc",145420,17562,NA,NA,NA,4577078,5174724,"data",5029304,127858
"433",2021-02-13,"bc",145420,17562,NA,NA,NA,4577078,5174724,"data",5029304,127858
"434",2021-02-14,"bc",145420,17562,NA,NA,NA,4577078,5174724,"data",5029304,127858
"435",2021-02-15,"bc",145420,17562,NA,NA,NA,4577078,5174724,"data",5029304,127858
"436",2021-02-16,"bc",148841,22914,NA,NA,NA,4577078,5174724,"data",5025883,125927
"437",2021-02-17,"bc",149985,26030,NA,NA,NA,4577078,5174724,"data",5024739,123955
"438",2021-02-18,"bc",150739,29952,NA,NA,NA,4577078,5174724,"data",5023985,120787
"439",2021-02-19,"bc",156019,36923,NA,NA,NA,4577078,5174724,"data",5018705,119096
"440",2021-02-20,"bc",156019,36923,NA,NA,NA,4577078,5174724,"data",5018705,119096
"441",2021-02-21,"bc",156019,36923,NA,NA,NA,4577078,5174724,"data",5018705,119096
"442",2021-02-22,"bc",163669,55057,NA,NA,NA,4577078,5174724,"data",5011055,108612
"443",2021-02-23,"bc",165458,58896,NA,NA,NA,4577078,5174724,"data",5009266,106562
"444",2021-02-24,"bc",168267,62608,NA,NA,NA,4577078,5174724,"data",5006457,105659
"445",2021-02-25,"bc",171676,68157,NA,NA,NA,4577078,5174724,"data",5003048,103519
"446",2021-02-26,"bc",178565,73808,NA,NA,NA,4577078,5174724,"data",4996159,104757
"447",2021-02-27,"bc",178565,73808,NA,NA,NA,4577078,5174724,"data",4996159,104757
"448",2021-02-28,"bc",178565,73808,NA,NA,NA,4577078,5174724,"data",4996159,104757
"449",2021-03-01,"bc",191904,83777,NA,NA,NA,4577078,5174724,"data",4982820,108127
"450",2021-03-02,"bc",196645,86537,NA,NA,NA,4577078,5174724,"data",4978079,110108
